0;1;600;200;3000;1;3000
0;2;600;200;3000;1;3000
1;3;600;200;3000;1;3000
1;4;600;200;3000;1;3000
2;5;600;200;3000;1;3000
2;6;600;200;3000;1;3000
3;7;600;200;3000;1;3000
3;8;600;200;3000;1;3000
4;9;600;200;3000;1;3000
4;10;600;200;3000;1;3000
5;11;600;200;3000;1;3000
5;12;600;200;3000;1;3000
6;13;600;200;3000;1;3000
6;14;600;200;3000;1;3000
7;15;600;200;3000;1;3000
8;16;600;200;3000;1;3000
8;17;600;200;3000;1;3000
9;17;600;200;3000;1;3000
10;18;600;200;3000;1;3000
11;18;600;200;3000;1;3000
12;19;600;200;3000;1;3000
13;20;600;200;3000;1;3000
14;26;600;200;3000;1;3000
15;27;600;200;3000;1;3000
15;21;600;200;3000;1;3000
16;22;600;200;3000;1;3000
17;23;600;200;3000;1;3000
18;24;600;200;3000;1;3000
19;25;600;200;3000;1;3000
20;26;600;200;3000;1;3000
21;34;600;200;3000;1;3000
22;28;600;200;3000;1;3000
22;29;600;200;3000;1;3000
23;35;600;200;3000;1;3000
23;30;600;200;3000;1;3000
24;37;600;200;3000;1;3000
25;31;600;200;3000;1;3000
25;32;600;200;3000;1;3000
26;38;600;200;3000;1;3000
27;33;600;200;3000;1;3000
27;39;600;200;3000;1;3000
28;34;600;200;3000;1;3000
29;35;600;200;3000;1;3000
30;36;600;200;3000;1;3000
31;37;600;200;3000;1;3000
32;38;600;200;3000;1;3000
33;45;600;200;3000;1;3000
34;39;600;200;3000;1;3000
35;43;600;200;3000;1;3000
36;46;600;200;3000;1;3000
37;40;600;200;3000;1;3000
38;44;600;200;3000;1;3000
39;41;600;200;3000;1;3000
40;42;600;200;3000;1;3000
41;43;600;200;3000;1;3000
42;44;600;200;3000;1;3000
43;45;600;200;3000;1;3000
44;46;600;200;3000;1;3000
45;47;600;200;3000;1;3000
46;47;600;200;3000;1;3000
