0;1;600;200;3000;1;3000
0;2;600;200;3000;1;3000
1;3;600;200;3000;1;3000
1;4;600;200;3000;1;3000
2;5;600;200;3000;1;3000
2;6;600;200;3000;1;3000
3;7;600;200;3000;1;3000
3;8;600;200;3000;1;3000
4;14;600;200;3000;1;3000
5;9;600;200;3000;1;3000
6;10;600;200;3000;1;3000
6;11;600;200;3000;1;3000
7;12;600;200;3000;1;3000
8;13;600;200;3000;1;3000
8;14;600;200;3000;1;3000
9;15;600;200;3000;1;3000
9;16;600;200;3000;1;3000
10;16;600;200;3000;1;3000
11;17;600;200;3000;1;3000
11;18;600;200;3000;1;3000
12;19;600;200;3000;1;3000
12;20;600;200;3000;1;3000
13;20;600;200;3000;1;3000
14;21;600;200;3000;1;3000
15;21;600;200;3000;1;3000
16;22;600;200;3000;1;3000
17;23;600;200;3000;1;3000
18;28;600;200;3000;1;3000
18;24;600;200;3000;1;3000
19;25;600;200;3000;1;3000
20;31;600;200;3000;1;3000
21;26;600;200;3000;1;3000
22;32;600;200;3000;1;3000
22;33;600;200;3000;1;3000
23;27;600;200;3000;1;3000
23;28;600;200;3000;1;3000
24;29;600;200;3000;1;3000
25;30;600;200;3000;1;3000
25;31;600;200;3000;1;3000
26;37;600;200;3000;1;3000
27;33;600;200;3000;1;3000
28;34;600;200;3000;1;3000
29;40;600;200;3000;1;3000
30;35;600;200;3000;1;3000
31;36;600;200;3000;1;3000
32;37;600;200;3000;1;3000
32;38;600;200;3000;1;3000
33;39;600;200;3000;1;3000
34;40;600;200;3000;1;3000
35;41;600;200;3000;1;3000
36;41;600;200;3000;1;3000
37;42;600;200;3000;1;3000
38;43;600;200;3000;1;3000
39;44;600;200;3000;1;3000
39;45;600;200;3000;1;3000
40;46;600;200;3000;1;3000
41;52;600;200;3000;1;3000
42;47;600;200;3000;1;3000
43;47;600;200;3000;1;3000
44;48;600;200;3000;1;3000
45;49;600;200;3000;1;3000
45;50;600;200;3000;1;3000
46;51;600;200;3000;1;3000
47;52;600;200;3000;1;3000
48;53;600;200;3000;1;3000
49;54;600;200;3000;1;3000
50;55;600;200;3000;1;3000
51;55;600;200;3000;1;3000
52;56;600;200;3000;1;3000
53;56;600;200;3000;1;3000
54;57;600;200;3000;1;3000
55;57;600;200;3000;1;3000
56;58;600;200;3000;1;3000
57;59;600;200;3000;1;3000
58;59;600;200;3000;1;3000
