0;1;600;200;3000;1;3000
0;2;600;200;3000;1;3000
1;3;600;200;3000;1;3000
1;4;600;200;3000;1;3000
2;5;600;200;3000;1;3000
2;6;600;200;3000;1;3000
3;10;600;200;3000;1;3000
4;7;600;200;3000;1;3000
5;7;600;200;3000;1;3000
5;8;600;200;3000;1;3000
6;9;600;200;3000;1;3000
7;10;600;200;3000;1;3000
8;11;600;200;3000;1;3000
9;12;600;200;3000;1;3000
9;15;600;200;3000;1;3000
10;16;600;200;3000;1;3000
11;13;600;200;3000;1;3000
11;20;600;200;3000;1;3000
12;14;600;200;3000;1;3000
13;16;600;200;3000;1;3000
14;17;600;200;3000;1;3000
14;18;600;200;3000;1;3000
15;19;600;200;3000;1;3000
16;22;600;200;3000;1;3000
17;20;600;200;3000;1;3000
18;21;600;200;3000;1;3000
19;23;600;200;3000;1;3000
20;21;600;200;3000;1;3000
21;22;600;200;3000;1;3000
22;23;600;200;3000;1;3000
